function,equanimity_subsets,equanimity_subsets_normalized,equanimity_importance,entanglement
011011111111011,-0.770833,0.729167,0.5,4
01101111001011,-2.83464,0.559896,0.5,7
0111110111111,-2.07422,0.625,0.4375,7
1010000000101101,-1.83854,0.606771,0.5,7
0001011101111111,-4.13672,0.554688,0.375,6
1011000111101111,-2.07422,0.625,0.4375,7
0011000110011101,-2.33333,0.561198,0.5,8
0110010000111001,-1.20964,0.638021,0.625,7
010101011000011,-2.10547,0.59375,0.5625,7
1101011100111111,-1.75,0.691406,0.4375,6
1111010100011,-3.16667,0.544271,0.5,6
10001101010111,-3.16667,0.544271,0.5,8
1110010110000101,-2.33333,0.561198,0.5,7
1111001000000001,-3.23438,0.554688,0.4375,7
10011001001001,-1.04688,0.667969,0.625,6
11000100101001,-2.90104,0.563802,0.4375,7
00010111011011,-1.70833,0.611979,0.625,6
111101000100101,-2.10417,0.58724,0.5625,6
100111111111101,-1.16667,0.704427,0.4375,7
11111000111101,-4.63021,0.502604,0.375,5
00101110011101,-1.41667,0.583333,0.5,8
0110101101000111,-2.10547,0.59375,0.5625,8
10001111011111,-1.60938,0.632812,0.5625,7
1101101000011001,-1.52083,0.60026,0.5625,8
110010010101111,-1.8763,0.619792,0.625,7
0001100111000111,-1.875,0.613281,0.625,8
011101001111001,-3.64714,0.520833,0.4375,7
0001010011101101,-3.10417,0.559896,0.5625,8
01010010110111,-2.58333,0.557292,0.5,6
0001011001101001,-0.792969,0.710938,0.875,6
0011100011111111,-3.47005,0.572917,0.375,6
000010111111111,-3.23438,0.554688,0.4375,7
0010000010110111,-4.3138,0.502604,0.4375,7
100100011011001,-2.83464,0.559896,0.5,7
00000101010001,-3.04167,0.622396,0.3125,6
0100011011111011,-2.42188,0.59375,0.5,7
1101011010000101,-1.875,0.613281,0.625,8
0100100010000001,-0.9375,0.730469,0.5,7
0110010011000101,-2.83464,0.559896,0.5,8
0101100011011111,-3.23438,0.554688,0.4375,7
0100000111100011,-2.2513,0.572917,0.5,6
000011001111011,-2.91667,0.548177,0.5,6
1001011000011,-0.984375,0.683594,0.6875,7
0010010100100001,-2.07422,0.625,0.4375,6
0011110101001011,-1.79297,0.625,0.625,7
1001110010001011,-2.10417,0.58724,0.5625,8
1001111010000001,-1.8763,0.619792,0.625,7
1110100111000011,-1.29297,0.632812,0.625,5
0000001100000001,-2.53255,0.690104,0.25,4
101010000000101,-3.47005,0.572917,0.375,6
1110101010100001,-3.16667,0.544271,0.5,6
00101001011011,-1.20964,0.638021,0.625,7
0000100111000101,-2.42188,0.59375,0.5,6
0101001001100011,-2.10547,0.59375,0.5625,6
011011111000001,-3.10417,0.559896,0.5625,8
010101110011,-3.64714,0.520833,0.4375,6
0101010001000011,-2.42188,0.59375,0.5,7
111010001001001,-2.6263,0.596354,0.625,6
1111100001100001,-2.6875,0.574219,0.5625,7
11100000101101,-3.5013,0.541667,0.5,7
1011101010010101,-1.4388,0.611979,0.5625,7
110010010110011,-1.0625,0.652344,0.6875,7
1011000110110001,-4.20833,0.479167,0.375,5
1101110001001,-4.3138,0.502604,0.4375,7
1001110110010101,-2.2513,0.572917,0.5,6
110001001110001,-3.0638,0.533854,0.4375,6
0101000001011111,-4.20833,0.479167,0.375,5
0010111001011011,-2.02214,0.598958,0.5625,8
1011011110111111,-1.72005,0.729167,0.3125,6
11111010101011,-3.48438,0.550781,0.4375,7
0010100101101001,-0.980469,0.664062,0.6875,6
1000110101011101,-3.64714,0.520833,0.4375,6
0111101001010001,-2.58333,0.557292,0.5,8
111111000100001,-3.16667,0.544271,0.5,6
1110111011010001,-2.08854,0.602865,0.5,6
000001000000011,-1.72005,0.729167,0.3125,6
0110110010101111,-2.42188,0.59375,0.5,6
011001100101101,-0.958333,0.635417,0.625,7
01011001000001,-2.51172,0.632812,0.5,5
10100101100011,-2.2513,0.572917,0.5,6
000010110011011,-2.6888,0.580729,0.5625,7
001010101100011,-2.10547,0.59375,0.5625,6
0001100000000001,-0.907552,0.768229,0.375,6
1001011100000011,-3.5013,0.541667,0.5,6
1010100110111011,-3.23438,0.554688,0.4375,7
100111011001111,-1.60938,0.632812,0.5625,7
01010101101011,-2,0.570312,0.5,7
001111000100101,-1.20964,0.638021,0.625,7
0100110110101001,-1.77083,0.596354,0.5625,8
1110011011,-3.64714,0.520833,0.4375,6
100000110111101,-1.875,0.613281,0.625,8
11110011001011,-2.02214,0.598958,0.5625,6
001101111110011,-1.50521,0.615885,0.5,7
010011010110011,-2.10417,0.58724,0.5625,6
1111000101111,-3.41797,0.546875,0.5,7
1110100100100011,-2.10417,0.58724,0.5625,8
101000011110011,-2.10417,0.58724,0.5625,8
1011000101010101,-3.39583,0.518229,0.4375,6
00011010101,-1.84505,0.651042,0.5,6
00010010011111,-2.10547,0.59375,0.5625,8
0000011010111111,-4.23047,0.507812,0.4375,7
0001001000001101,-1.92839,0.645833,0.5,7
0110000111010111,-2.6263,0.596354,0.625,6
1101011001001101,-2.6263,0.596354,0.625,6
1000111010110011,-2.2513,0.572917,0.5,8
1000101000111111,-3.64714,0.520833,0.4375,6
101000011101101,-1.875,0.613281,0.625,7
0100010000010111,-3.23438,0.554688,0.4375,7
1101101001110101,-1.60938,0.632812,0.5625,7
1100000110001101,-2.2513,0.572917,0.5,7
110000011010011,-1.29297,0.632812,0.625,8
00000001010011,-2.22917,0.661458,0.375,6
1010010010111,-2.83464,0.559896,0.5,8
1001000111001011,-1.52083,0.60026,0.5625,8
11110101010011,-3.64714,0.520833,0.4375,6
1011100000101101,-1.52083,0.60026,0.5625,8
1111001111101101,-1.16667,0.704427,0.4375,7
1110000001010111,-2.33333,0.561198,0.5,8
011110011101001,-1.8138,0.635417,0.6875,7
1000100010111001,-3.0638,0.533854,0.4375,6
00000111101111,-1.77083,0.596354,0.5625,7
1101100000111111,-1.50521,0.615885,0.5,7
10100001010011,-1.27604,0.641927,0.5625,7
0000111101110101,-3.0638,0.533854,0.4375,6
0001111001110111,-2.42188,0.59375,0.5,6
101001110111001,-2.02214,0.598958,0.5625,6
0001000000001111,-2.88672,0.585938,0.375,5
0001001011100011,-2.6888,0.580729,0.5625,7
010100010001,-3.375,0.613281,0.3125,6
1010101100110111,-3.23438,0.554688,0.4375,7
001011111111011,-1.34505,0.658854,0.5,6
1101011110100111,-1.26172,0.664062,0.5,6
0111100101000111,-1.8763,0.619792,0.625,7
100101000011111,-1.29167,0.626302,0.625,6
0101110101110011,-2.90104,0.563802,0.4375,7
1010010001101111,-2.10547,0.59375,0.5625,8
011101110111111,-1.64583,0.674479,0.375,5
001000101111111,-4.45964,0.481771,0.375,6
11110101001101,-3.64714,0.520833,0.4375,6
1000100110110011,-2.33333,0.561198,0.5,8
010001011001001,-1.21354,0.657552,0.625,7
010011100110011,-2,0.570312,0.5,7
010100100000101,-1.49089,0.638021,0.4375,6
1010101010000111,-2.91667,0.548177,0.5,6
0000010011111011,-4.3125,0.496094,0.4375,6
01111111101,-3.64714,0.520833,0.4375,5
101100100000001,-3.47005,0.572917,0.375,6
000001000000111,-3.04167,0.622396,0.3125,6
11100100010011,-3.64714,0.520833,0.4375,7
1101101101100011,-1.60938,0.632812,0.5625,8
0011010101101111,-2.42188,0.59375,0.5,6
1100000000001101,-2.07422,0.625,0.4375,6
1111110011011101,-3.04167,0.622396,0.3125,6
0110000001100001,-1.84505,0.651042,0.5,6
0011000010111101,-3.39583,0.518229,0.4375,7
101111011101101,-1.03255,0.690104,0.5625,7
0111010101111001,-3.00521,0.580729,0.5,7
0101111001000111,-2.83464,0.559896,0.5,8
01101001000001,-1.63672,0.6875,0.625,7
01110100101001,-2.2513,0.572917,0.5,7
1100001111101111,-2.07422,0.625,0.4375,6
0010011101111011,-3.00521,0.580729,0.5,7
0100010011110001,-3.64714,0.520833,0.4375,6
0011100111101101,-1.27604,0.641927,0.5625,7
010000001101011,-3.42188,0.566406,0.5,7
10001000101011,-4.29688,0.511719,0.375,7
1111110110011001,-2.07422,0.625,0.4375,6
1110000010000101,-1.83854,0.606771,0.5,6
111010110110011,-1.60938,0.632812,0.5625,7
10111111010101,-2.90104,0.563802,0.4375,7
01000101000101,-3.32422,0.59375,0.4375,6
1101,-2.53255,0.690104,0.25,4
1100001001110111,-2.2513,0.572917,0.5,7
1010000011010101,-3.0638,0.533854,0.4375,6
1101110000101101,-2.10547,0.59375,0.5625,6
1111010010000011,-1.77083,0.596354,0.5625,7
100101111110101,-1.21354,0.657552,0.625,7
101101011100001,-1.54167,0.622396,0.625,8
1110111001001111,-2.88672,0.585938,0.375,6
000010111111,-1.66797,0.585938,0.5,5
1001010001,-1.9375,0.703125,0.5,6
1110111100110011,-2.88672,0.585938,0.375,5
1011010110100001,-2.33333,0.561198,0.5,7
0100001001010011,-2.31771,0.576823,0.4375,7
1000000100111,-1.03255,0.690104,0.5625,7
0111011000000011,-2.83464,0.559896,0.5,6
0011010110011001,-1.77083,0.596354,0.5625,7
0000001010101101,-3.00521,0.580729,0.5,7
010100111010001,-2.2513,0.572917,0.5,6
1000110101011011,-2.02214,0.598958,0.5625,7
11010100100101,-3.41797,0.546875,0.5,6
111001111001111,-0.886719,0.710938,0.625,6
1010110011001001,-2.6875,0.574219,0.5625,7
1010111111011011,-1.41667,0.700521,0.4375,7
11101001110001,-3.10417,0.559896,0.5625,8
110110101100011,-2.02214,0.598958,0.5625,8
1010011101011101,-1.60938,0.632812,0.5625,7
1000100011111001,-3.72917,0.509115,0.4375,6
0110000001011,-1.84505,0.651042,0.5,7
1110000010101001,-2.83464,0.559896,0.5,8
010111100011011,-1.4388,0.611979,0.5625,7
1111111001011001,-1.92839,0.645833,0.5,7
0111101111110001,-2.65755,0.611979,0.4375,7
0101011110001011,-2.2513,0.572917,0.5,6
000111111101101,-1.50521,0.615885,0.5,7
0110100101000111,-1.47917,0.638021,0.6875,8
0010100111001001,-1.20964,0.638021,0.625,7
1001100100111011,-2.2513,0.572917,0.5,6
01111011101011,-1.60938,0.632812,0.5625,8
0100100000010101,-1.92839,0.645833,0.5,7
1001000111001111,-2.2513,0.572917,0.5,7
1000010101000111,-2.83464,0.559896,0.5,8
001111100111011,-1.50521,0.615885,0.5,7
10010100111,-2.60938,0.605469,0.5625,7
110000011000011,-1.21354,0.657552,0.625,7
1010101100100001,-3.64714,0.520833,0.4375,6
01111110100101,-1.8763,0.619792,0.625,7
11000100010011,-4.63021,0.502604,0.375,5
11001001001,-1.84505,0.651042,0.5,7
011100000100011,-1.83854,0.606771,0.5,8
01001010000111,-1.60938,0.632812,0.5625,8
010000011000111,-2.02604,0.61849,0.5625,7
0011100010111111,-3.23438,0.554688,0.4375,7
01001100000011,-4.28255,0.533854,0.3125,5
1000101111101001,-2.10547,0.59375,0.5625,8
111110000111111,-2.07422,0.625,0.4375,7
001100100100011,-1.50521,0.615885,0.5,7
0011110110011101,-1.83854,0.606771,0.5,7
0010111010001001,-2.60547,0.585938,0.5625,7
01111101100101,-2.6263,0.596354,0.625,6
000001100110011,-1.83854,0.606771,0.5,4
1010101001010011,-2,0.570312,0.5,7
10001101110101,-2.91667,0.548177,0.5,7
1001010101101111,-1.79688,0.644531,0.625,6
101001000001011,-0.796875,0.671875,0.625,7
110111001110101,-3.23438,0.554688,0.4375,7
0011101101001111,-2.90104,0.563802,0.4375,7
1110010101100111,-1.50521,0.615885,0.5,7
01010101100011,-3.0638,0.533854,0.4375,6
1010001100110011,-4.79167,0.466146,0.375,6
1010000000010011,-2.07422,0.625,0.4375,5
1111001111101,-3.23438,0.554688,0.4375,7
111001111100101,-2.08854,0.602865,0.5,7
0000000001010001,-2.53255,0.690104,0.25,4
0100111101001,-3.64714,0.520833,0.4375,6
111010111011101,-3.32422,0.59375,0.4375,6
0011110010011011,-1.20964,0.638021,0.625,7
100010011010001,-2.42188,0.59375,0.5,7
10100100000101,-1.26172,0.664062,0.5,6
0110000011000001,-1.84505,0.651042,0.5,7
0111011110100001,-2.83464,0.559896,0.5,7
00000100001111,-2.07422,0.625,0.4375,6
110111111011101,-1.64583,0.674479,0.375,5
1000010011011011,-2.6875,0.574219,0.5625,7
1100001000101011,-2.10547,0.59375,0.5625,7
0111101101111,-2.08854,0.602865,0.5,6
0100100001100001,-1.03255,0.690104,0.5625,7
000100000100011,-1.41667,0.700521,0.4375,7
111111000111,-4.45964,0.481771,0.375,6
1100000110110001,-2.2513,0.572917,0.5,7
1100110011010111,-3.23438,0.554688,0.4375,7
1011000110111101,-2.31771,0.576823,0.4375,7
1000000110101001,-1.83854,0.606771,0.5,6
1111001000000101,-2.2513,0.572917,0.5,6
11100011011101,-2.02214,0.598958,0.5625,7
1111111000111111,-1.13672,0.742188,0.3125,6
1111110110100011,-2.07422,0.625,0.4375,7
000110100110011,-1.20964,0.638021,0.625,7
100001100100111,-2.6888,0.580729,0.5625,7
1111100011001,-4.79167,0.466146,0.375,6
10111100101101,-2.2513,0.572917,0.5,6
100110111111001,-2.08854,0.602865,0.5,7
1110001010000101,-1.4388,0.611979,0.5625,7
1000001011110111,-3.64714,0.520833,0.4375,7
110111100101011,-2.08854,0.602865,0.5,6
0010100100011111,-3.10417,0.559896,0.5625,8
1111111010110101,-1.41667,0.700521,0.4375,7
00011001001,-1.41667,0.700521,0.4375,7
0001011110101111,-3.23438,0.554688,0.4375,7
000011000111011,-2.2513,0.572917,0.5,7
0001111100111,-2.33333,0.561198,0.5,8
1010011001011111,-1.60938,0.632812,0.5625,7
0100010000110111,-3.0638,0.533854,0.4375,6
0110010101100011,-1.77083,0.596354,0.5625,7
0001110101100011,-1.875,0.613281,0.625,8
0111110110100111,-1.11589,0.684896,0.5625,6
0100001110011101,-1.875,0.613281,0.625,8
1100110000110101,-2,0.570312,0.5,7
1001011100001101,-3.10417,0.559896,0.5625,8
0011111000101001,-2.29167,0.598958,0.625,6
0111010101011,-3.16667,0.544271,0.5,6
111000001111001,-5.125,0.457031,0.375,7
1000000000111,-1.75,0.691406,0.4375,6
1011010011001101,-2.10547,0.59375,0.5625,8
1001110110011,-2,0.570312,0.5,7
0001011010101111,-2.6888,0.580729,0.5625,7
111111010111111,-0.907552,0.768229,0.375,6
0010110001010001,-1.27604,0.641927,0.5625,7
011100110111101,-2.90104,0.563802,0.4375,7
1011101011010011,-2.08854,0.602865,0.5,7
0010010100101101,-2.2513,0.572917,0.5,6
1100000100001101,-2.08854,0.602865,0.5,6
000101101,-0.9375,0.730469,0.5,7
0001000011001001,-1.92839,0.645833,0.5,7
01101101010101,-3.10417,0.559896,0.5625,8
0101000110100001,-2.08854,0.602865,0.5,6
11000110011101,-2.10417,0.58724,0.5625,8
111110101101111,-1.97917,0.665365,0.375,6
101110001001001,-2.6888,0.580729,0.5625,7
1010010010111101,-2.2513,0.572917,0.5,8
1100100001111111,-2.90104,0.563802,0.4375,7
110010010011,-1.60938,0.632812,0.5625,7
0000101110000011,-3.23438,0.554688,0.4375,7
0001001110011101,-2.58333,0.557292,0.5,8
001000101000101,-3.47005,0.572917,0.375,6
0001010010010011,-1.85938,0.628906,0.5625,8
110000100110101,-2.10547,0.59375,0.5625,6
10011100011001,-1.8763,0.619792,0.625,7
111100011110011,-2.42188,0.59375,0.5,7
1110110000100011,-2,0.570312,0.5,7
11011000100011,-3.64714,0.520833,0.4375,7
110110001000111,-2.91667,0.548177,0.5,7
10001011100111,-2.10417,0.58724,0.5625,8
01101010001011,-2.02214,0.598958,0.5625,8
10010100001001,-1.11589,0.684896,0.5625,6
0111101010101001,-1.79297,0.625,0.625,7
0111010110011,-2.10417,0.58724,0.5625,6
10100010010001,-1.49089,0.638021,0.4375,6
001010110001101,-3.5013,0.541667,0.5,6
0101100001010011,-2.2513,0.572917,0.5,7
1101100100101111,-1.27604,0.641927,0.5625,7
00110101011101,-3.39583,0.518229,0.4375,7
1110001101001111,-1.50521,0.615885,0.5,7
100110110001111,-2.02214,0.598958,0.5625,8
0011011111000101,-2.2513,0.572917,0.5,6
011011101110101,-2.90104,0.563802,0.4375,7
11010101100111,-2.83464,0.559896,0.5,8
00011101110111,-3.0638,0.533854,0.4375,6
0011111000111011,-3.23438,0.554688,0.4375,7
1110010101,-3.48438,0.550781,0.4375,7
0000010001010001,-2.5625,0.652344,0.375,5
0001111100111011,-4.04688,0.515625,0.375,7
1001110011011001,-2.10547,0.59375,0.5625,7
001111000110111,-1.4388,0.611979,0.5625,7
000000110000011,-2.5625,0.652344,0.375,5
1010100000001101,-2.31771,0.576823,0.4375,7
0100001101111011,-2.83464,0.559896,0.5,7
0101111000000011,-2.83464,0.559896,0.5,6
0100100000101011,-2.08854,0.602865,0.5,7
0000011100011,-1.84505,0.651042,0.5,7
101100110000101,-3.64714,0.520833,0.4375,6
0011100000111001,-2.2513,0.572917,0.5,6
0001001101101111,-3.5013,0.541667,0.5,6
01001101,-3.375,0.613281,0.3125,6
000010001101011,-2.60938,0.605469,0.5625,7
110011011011011,-1.21354,0.657552,0.625,7
0010001101001001,-1.60938,0.632812,0.5625,8
0100010110001101,-3.64714,0.520833,0.4375,6
1001100100001011,-2.2513,0.572917,0.5,6
11010100010101,-5.04297,0.46875,0.375,6
1111111100111101,-1.72005,0.729167,0.3125,6
1001111000011101,-2.10547,0.59375,0.5625,8
1010110011001101,-3.64714,0.520833,0.4375,7
110110011010111,-1.60938,0.632812,0.5625,7
1111001100101011,-3.23438,0.554688,0.4375,7
100001011000101,-2.08854,0.602865,0.5,6
00010010011,-1.35417,0.716146,0.5,7
01011001010011,-2.83464,0.559896,0.5,6
0111100001001111,-1.4388,0.611979,0.5625,7
001000100101,-1.64583,0.674479,0.375,6
0100000001001111,-3.71354,0.52474,0.375,5
1100001011110011,-3.0638,0.533854,0.4375,6
100001100010101,-2.60938,0.605469,0.5625,7
1010010001001001,-0.984375,0.683594,0.6875,7
0010011111010011,-2.02214,0.598958,0.5625,8
0111011011,-2.83464,0.559896,0.5,7
0010001110111001,-3.16667,0.544271,0.5,6
01110000011001,-2.90104,0.563802,0.4375,7
00010111101011,-1.52083,0.60026,0.5625,8
1011111000101001,-2.6263,0.596354,0.625,6
00000001110111,-3.23438,0.554688,0.4375,7
000001011111011,-2.91667,0.548177,0.5,6
111010100100001,-3.0638,0.533854,0.4375,6
0010110111000011,-1.0625,0.652344,0.6875,7
1110101001001101,-2.2513,0.572917,0.5,8
0011000000000001,-1.72005,0.729167,0.3125,6
10000110000101,-1.03255,0.690104,0.5625,7
01111110001011,-2.2513,0.572917,0.5,8
1001111011110111,-0.9375,0.730469,0.5,7
0010111110110101,-1.83854,0.606771,0.5,6
1010010000111111,-2.2513,0.572917,0.5,7
01100001001011,-0.796875,0.671875,0.625,7
0000110110010011,-2.10547,0.59375,0.5625,8
1001010100101,-1.21354,0.657552,0.625,7
10101000101001,-3.23438,0.554688,0.4375,7
110101111000111,-2.08854,0.602865,0.5,7
0111101110111011,-2.5625,0.652344,0.375,5
010100110010001,-2.90104,0.563802,0.4375,7
0010101001110111,-3.0638,0.533854,0.4375,6
1001100011111111,-3.47005,0.572917,0.375,6
10110011010011,-1.52083,0.60026,0.5625,6
110111011000111,-3.23438,0.554688,0.4375,7
0100011001000111,-3.0638,0.533854,0.4375,6
001010000001001,-1.35417,0.716146,0.5,7
01100111011011,-1.4388,0.611979,0.5625,7
0010110011000001,-1.04688,0.667969,0.625,6
011001101100001,-1.4388,0.611979,0.5625,7
0111010111000101,-3.64714,0.520833,0.4375,7
0001110000110001,-1.83854,0.606771,0.5,6
0111101100101101,-1.85938,0.628906,0.5625,8
1001100000111,-1.83854,0.606771,0.5,7
1010100111111,-2.83464,0.559896,0.5,6
1111010011100111,-2.07422,0.625,0.4375,7
10101110001111,-2.2513,0.572917,0.5,6
001111110100101,-2.83464,0.559896,0.5,6
1011010100000001,-3.23438,0.554688,0.4375,7
100111000111,-2.10547,0.59375,0.5625,6
0111000110110001,-4.3125,0.496094,0.4375,7
1101010010101101,-2.10547,0.59375,0.5625,7
111000101111,-4.79167,0.466146,0.375,6
10011010100101,-1.20964,0.638021,0.625,7
0011110110001111,-2.42188,0.59375,0.5,7
0011111100101011,-4.63021,0.502604,0.375,5
0000110000110001,-1.49089,0.638021,0.4375,6
1010010101011001,-1.0625,0.652344,0.6875,7
1001001101100111,-1.8763,0.619792,0.625,7
0011110011011111,-1.84505,0.651042,0.5,6
0100010010100101,-2.08854,0.602865,0.5,6
1110011000001001,-1.8763,0.619792,0.625,7
0100011011011101,-3.41797,0.546875,0.5,6
0000000001100001,-1.57422,0.75,0.375,6
110010111000111,-3.5013,0.541667,0.5,6
00010111010101,-3.64714,0.520833,0.4375,7
00111100100011,-2.2513,0.572917,0.5,6
0010011001101111,-2.91797,0.554688,0.5,6
0111111010100101,-1.04688,0.667969,0.625,6
0101100110110101,-1.8763,0.619792,0.625,7
1100100010000111,-2.10547,0.59375,0.5625,6
000001010110111,-2.83464,0.559896,0.5,7
0101011010000011,-1.20964,0.638021,0.625,6
0001111001011,-1.52214,0.606771,0.5625,7
0111110010111011,-1.26172,0.664062,0.5,6
100100110000101,-2.42188,0.59375,0.5,6
001011001101001,-1.0638,0.658854,0.6875,6
001011110011,-3.0638,0.533854,0.4375,6
010101100001,-2.65755,0.611979,0.4375,7
000001111110101,-2.33333,0.561198,0.5,8
1110011011111101,-1.75,0.691406,0.4375,6
001101011111101,-2.08854,0.602865,0.5,6
100111101101111,-1.84505,0.651042,0.5,6
0000111110110011,-3.0638,0.533854,0.4375,6
1100011111,-3.0638,0.533854,0.4375,6
0111001010110111,-3.00521,0.580729,0.5,7
101101100001001,-2.60547,0.585938,0.5625,7
101001001100001,-1.85938,0.628906,0.5625,8
1111011101010111,-3.04167,0.622396,0.3125,6
111001001000111,-2.91667,0.548177,0.5,7
1110110110111001,-1.26172,0.664062,0.5,6
111100100101001,-3.39583,0.518229,0.4375,6
100110101110101,-3.5013,0.541667,0.5,7
1100110011011,-4.79167,0.466146,0.375,6
1010001111101001,-2.10547,0.59375,0.5625,8
011000101001101,-1.8763,0.619792,0.625,7
101101111011111,-1.41667,0.700521,0.4375,7
1000110010001101,-4.45964,0.481771,0.375,6
110011111110111,-3.04167,0.622396,0.3125,6
011001001101111,-2.6888,0.580729,0.5625,7
010101001011,-2.90104,0.563802,0.4375,7
110010000110011,-2.02214,0.598958,0.5625,6
101101111111,-3.23438,0.554688,0.4375,7
0111110001100111,-1.27604,0.641927,0.5625,7
11001000000001,-2.5625,0.652344,0.375,5
11110100110111,-4.29688,0.511719,0.375,7
100010101001111,-3.5,0.535156,0.5,6
0001110001111111,-3.23438,0.554688,0.4375,7
0000110101011101,-4.79167,0.466146,0.375,6
1000100000110001,-1.49089,0.638021,0.4375,6
011101100100001,-2.2513,0.572917,0.5,8
110010101001011,-1.47917,0.638021,0.6875,8
0011000111000011,-2.02214,0.598958,0.5625,6
01001000101101,-1.79688,0.644531,0.625,6
11011111101111,-1.41667,0.700521,0.4375,7
0111001011110001,-4.23047,0.507812,0.4375,7
10011100001011,-2.10547,0.59375,0.5625,7
1010010111000001,-1.4388,0.611979,0.5625,7
100011111111001,-1.50521,0.615885,0.5,6
1001111110000111,-2.67188,0.589844,0.5,7
10001000000101,-1.16667,0.704427,0.4375,7
0010000111010001,-2.42188,0.59375,0.5,6
1111010111100111,-1.64583,0.674479,0.375,5
011001100011,-2.08854,0.602865,0.5,6
1111001111101111,-1.13672,0.742188,0.3125,6
11000001101001,-1.60938,0.632812,0.5625,8
111100000011,-5.10938,0.472656,0.3125,4
100000101000101,-3.47005,0.572917,0.375,6
110101000111,-4.3138,0.502604,0.4375,7
111110111001001,-3.42188,0.566406,0.5,7
1100100111000101,-2.91667,0.548177,0.5,6
111100011011001,-4.3138,0.502604,0.4375,7
101111100001111,-2.08854,0.602865,0.5,6
011010101100111,-2.91797,0.554688,0.5,8
0001001111000111,-2.58333,0.557292,0.5,8
010000000110111,-2.90104,0.563802,0.4375,7
1011100101000001,-2.02214,0.598958,0.5625,8
0100000111010001,-3.23438,0.554688,0.4375,7
010111011111111,-1.97917,0.665365,0.375,6
0100111100110001,-2.58333,0.557292,0.5,8
10001110011,-2.02604,0.61849,0.5625,7
1010100001101011,-2.6875,0.574219,0.5625,7
1000000111111,-2.83464,0.559896,0.5,6
1111000010001111,-1.66797,0.585938,0.5,5
1011110011110111,-1.41667,0.700521,0.4375,7
1111100111101,-3.48438,0.550781,0.4375,7
1010111000000101,-3.0638,0.533854,0.4375,6
0110011011000001,-1.20964,0.638021,0.625,7
0001001101011011,-3.72917,0.509115,0.4375,6
0101000100001,-1.64583,0.674479,0.375,5
00110101111111,-2.31771,0.576823,0.4375,7
1011101100001011,-4.45964,0.481771,0.375,4
1011101110101101,-2.07422,0.625,0.4375,7
001,-0.605469,0.898438,0.125,4
1010101000101,-4.63021,0.502604,0.375,5
0101111010001011,-2.02214,0.598958,0.5625,8
0010110010000011,-1.38021,0.658854,0.625,5
00110100100111,-1.4388,0.611979,0.5625,7
010101100100101,-1.52214,0.606771,0.5625,7
110001111111001,-1.50521,0.615885,0.5,7
1000100110000101,-1.83854,0.606771,0.5,7
000111011101,-2.2513,0.572917,0.5,6
0111110111001011,-1.03255,0.690104,0.5625,7
1010010011000011,-1.20964,0.638021,0.625,7
0111000000101011,-2.2513,0.572917,0.5,8
111111101100101,-3.47005,0.572917,0.375,6
100111110001011,-2.60547,0.585938,0.5625,7
00111011000111,-2.33333,0.561198,0.5,8
1111001000110111,-2.90104,0.563802,0.4375,7
10111010111101,-2.90104,0.563802,0.4375,7
011110110000111,-2.91797,0.554688,0.5,8
1010000000010111,-1.83854,0.606771,0.5,6
1000110011110011,-2.2513,0.572917,0.5,6
0100101100100001,-1.85938,0.628906,0.5625,8
110110000011011,-1.29167,0.626302,0.625,6
111100101100101,-3.0638,0.533854,0.4375,6
000001110001,-2.22917,0.661458,0.375,6
01010011011111,-2.02214,0.598958,0.5625,6
111100010010001,-3.64714,0.520833,0.4375,6
100010010100001,-1.03255,0.690104,0.5625,7
100010101111101,-4.45964,0.481771,0.375,6
0001001101001,-1.34505,0.658854,0.5,6
11100100010101,-3.64714,0.520833,0.4375,6
011101100101001,-2.58333,0.557292,0.5,8
010000010011111,-1.8763,0.619792,0.625,7
0011001100111001,-4.3125,0.496094,0.4375,6
010001011110111,-3.0638,0.533854,0.4375,6
1010000101011,-1.04688,0.667969,0.625,6
0111010010110011,-2.83464,0.559896,0.5,7
0100000111010111,-3.91667,0.520833,0.5,5
1011101011110001,-3.23438,0.554688,0.4375,7
100011001111,-3.0638,0.533854,0.4375,6
000101100110011,-1.29297,0.632812,0.625,5
1001001000011101,-1.29297,0.632812,0.625,8
000011000111101,-2.2513,0.572917,0.5,7
0111011010111011,-1.84505,0.651042,0.5,6
1000010100110111,-2.58333,0.557292,0.5,6
1100001101000001,-1.83854,0.606771,0.5,4
1101111000000101,-3.5,0.535156,0.5,6
0110010000100001,-1.26172,0.664062,0.5,6
0100111011100011,-1.4388,0.611979,0.5625,7
1101010101101101,-2.60938,0.605469,0.5625,7
1100110100100111,-2.2513,0.572917,0.5,6
011101101000111,-1.4388,0.611979,0.5625,7
0101100010100101,-0.980469,0.664062,0.6875,6
011101000001101,-1.4388,0.611979,0.5625,7
0101011110011011,-2.08854,0.602865,0.5,6
10011101111011,-2.42188,0.59375,0.5,7
0001101100011011,-4.20833,0.479167,0.375,5
1101101100111101,-1.03255,0.690104,0.5625,7
1000000100000111,-2.07422,0.625,0.4375,7
010001001000011,-1.92839,0.645833,0.5,7
001100101010101,-4.45964,0.481771,0.375,6
011101110100001,-3.39583,0.518229,0.4375,7
0011010110001001,-1.4388,0.611979,0.5625,7
1111001011100101,-2.42188,0.59375,0.5,7
1010101010001011,-4.79167,0.466146,0.375,6
1000111100100101,-2.91667,0.548177,0.5,6
