function,equanimity_subsets,equanimity_subsets_normalized,equanimity_importance,entanglement
01111000001101,-2.10547,0.59375,0.5625,7
110111100111111,-1.16667,0.704427,0.4375,7
1011111110010011,-2.65755,0.611979,0.4375,7
1100001010111,-2.60547,0.585938,0.5625,7
10010010001,-1.9375,0.703125,0.5,6
0100100111110101,-2.6888,0.580729,0.5625,7
0111010000101101,-1.52083,0.60026,0.5625,8
0111011010111101,-1.03255,0.690104,0.5625,7
111011110000101,-5.04297,0.46875,0.375,6
1110101100101101,-1.85938,0.628906,0.5625,8
01001100111011,-4.79167,0.466146,0.375,6
1000010000011011,-1.60938,0.632812,0.5625,8
1111101111000011,-2.07422,0.625,0.4375,6
0010011001111011,-2.6888,0.580729,0.5625,7
0001000010101111,-3.64714,0.520833,0.4375,5
0011110000001111,-2.58333,0.557292,0.5,4
00000001110011,-2.88672,0.585938,0.375,5
1100001110000001,-1.50521,0.615885,0.5,6
01101101010111,-2.6888,0.580729,0.5625,7
1111100111110111,-1.57422,0.75,0.375,6
1000000000010001,-1.13672,0.742188,0.3125,6
1011110111110101,-1.64583,0.674479,0.375,5
0001001011011001,-2.10547,0.59375,0.5625,8
1011000011010111,-2.83464,0.559896,0.5,8
1110001011101001,-2.6888,0.580729,0.5625,7
0111110101100011,-1.85938,0.628906,0.5625,8
10101100110111,-3.64714,0.520833,0.4375,7
000001001101101,-2.67188,0.589844,0.5,7
0110010000111101,-1.77083,0.596354,0.5625,8
1001100001011111,-2.2513,0.572917,0.5,7
1110100011011001,-2.83464,0.559896,0.5,7
011111110101001,-3.23438,0.554688,0.4375,7
1010001000001111,-3.0638,0.533854,0.4375,6
110100001000011,-1.60938,0.632812,0.5625,8
0110111010000101,-1.875,0.613281,0.625,8
0111001100000111,-3.72917,0.509115,0.4375,6
0000001011110001,-3.23438,0.554688,0.4375,7
1100010101100001,-2.10547,0.59375,0.5625,8
1000110110100011,-2,0.570312,0.5,7
00111110010111,-1.66797,0.585938,0.5,8
1011000101011011,-2.02214,0.598958,0.5625,6
01101011101111,-0.984375,0.683594,0.6875,7
0000111110011,-2.2513,0.572917,0.5,7
10111110111101,-2.07422,0.625,0.4375,7
1001111100000101,-4.3125,0.496094,0.4375,7
1000001000101,-1.9375,0.703125,0.5,5
100100111111111,-1.84505,0.651042,0.5,7
0111110100100011,-2.83464,0.559896,0.5,8
010101101000101,-1.4388,0.611979,0.5625,7
11000000110001,-4.28255,0.533854,0.3125,5
001010011011111,-2.6263,0.596354,0.625,6
10100110000111,-1.20964,0.638021,0.625,6
111001111110001,-2.31771,0.576823,0.4375,7
101111111,-4.79167,0.466146,0.375,6
0010011010011101,-1.54167,0.622396,0.625,7
111111111101001,-2.5625,0.652344,0.375,5
001110110011111,-3.23438,0.554688,0.4375,7
00100000001001,-1.13672,0.742188,0.3125,6
1011001001001011,-1.70833,0.611979,0.625,6
0100000100010101,-3.32422,0.59375,0.4375,6
0010100110111001,-2.10417,0.58724,0.5625,6
01001000111,-2.65755,0.611979,0.4375,7
1101111101101011,-1.35417,0.716146,0.5,7
1110101110111001,-1.84505,0.651042,0.5,7
01011000101111,-2.10417,0.58724,0.5625,8
000011101010001,-2.90104,0.563802,0.4375,7
1000011011100011,-1.70833,0.611979,0.625,6
0111110001001111,-2.08854,0.602865,0.5,6
0010111010010001,-1.20964,0.638021,0.625,7
1000001110100011,-3.0638,0.533854,0.4375,6
101011100001001,-2.83464,0.559896,0.5,8
010111000100001,-2.08854,0.602865,0.5,7
0111000011101101,-2.83464,0.559896,0.5,8
0010101010001,-3.47005,0.572917,0.375,6
011101110111,-4.45964,0.481771,0.375,4
0101100001110111,-2.83464,0.559896,0.5,6
01110001110011,-2.33333,0.561198,0.5,7
100110011011101,-2.2513,0.572917,0.5,6
1010011000001111,-2.91667,0.548177,0.5,6
0000111001100011,-2.10547,0.59375,0.5625,8
1010100011101101,-3.64714,0.520833,0.4375,6
1010010111100101,-1.66797,0.585938,0.5,5
0111000010011011,-2.10417,0.58724,0.5625,8
0010110011100111,-2.02214,0.598958,0.5625,7
0001101000000001,-1.75,0.691406,0.4375,6
1010011110111001,-1.60938,0.632812,0.5625,8
01001110101101,-1.29167,0.626302,0.625,6
11000001100011,-2.42188,0.59375,0.5,7
1011110010001001,-2.10417,0.58724,0.5625,8
11111110111001,-3.47005,0.572917,0.375,6
1011100101100101,-1.20964,0.638021,0.625,7
0001100110110101,-2.10417,0.58724,0.5625,8
110111101100001,-2.83464,0.559896,0.5,7
011000001111111,-4.3138,0.502604,0.4375,7
0111010101011001,-3.41797,0.546875,0.5,7
0101001111000001,-2.2513,0.572917,0.5,8
010111001101,-3.64714,0.520833,0.4375,6
0100111001000111,-3.39583,0.518229,0.4375,7
110100101000101,-2.2513,0.572917,0.5,7
1101100101000011,-1.77083,0.596354,0.5625,8
1100101110110111,-1.11589,0.684896,0.5625,6
01111101111011,-2.07422,0.625,0.4375,7
0101101100010111,-3.5013,0.541667,0.5,6
110001010011,-2.08854,0.602865,0.5,6
00111010001,-3.47005,0.572917,0.375,6
1101100110011,-2.33333,0.561198,0.5,7
1001101101111,-1.29297,0.632812,0.625,8
10000111101,-1.83854,0.606771,0.5,7
1000101010011011,-3.39583,0.518229,0.4375,6
0011011100001111,-4.45964,0.481771,0.375,6
101001100111101,-1.8763,0.619792,0.625,7
011101000110111,-1.66797,0.585938,0.5,8
00010010101101,-1.85938,0.628906,0.5625,8
0010000010001011,-2.65755,0.611979,0.4375,7
1110110011010111,-1.92839,0.645833,0.5,7
1010011111011111,-1.41667,0.700521,0.4375,7
0101100101110111,-3.00521,0.580729,0.5,7
1000110011001111,-5.04297,0.46875,0.375,6
1110110010100101,-2.2513,0.572917,0.5,6
0101101000110111,-2.02214,0.598958,0.5625,6
11000011100101,-1.0638,0.658854,0.6875,6
0000111110111101,-2.90104,0.563802,0.4375,7
101011000111101,-2.02214,0.598958,0.5625,7
1111001010111011,-3.47005,0.572917,0.375,6
0110101011011011,-1.60938,0.632812,0.5625,8
01101001110001,-1.8138,0.635417,0.6875,7
0100010000101111,-3.0638,0.533854,0.4375,6
010110100101011,-1.52083,0.60026,0.5625,6
000110010001101,-1.83854,0.606771,0.5,7
001111101110111,-2.07422,0.625,0.4375,5
10110010001111,-2.10417,0.58724,0.5625,6
111001011100001,-2.10417,0.58724,0.5625,8
10100011110111,-1.4388,0.611979,0.5625,7
1111111011111011,-1.13021,0.815104,0.25,4
0111100000011,-1.83854,0.606771,0.5,6
0100111100000111,-5.125,0.457031,0.375,7
0100111001001111,-4.45964,0.481771,0.375,6
111011011110111,-2.5625,0.652344,0.375,5
01001001110001,-2.60938,0.605469,0.5625,7
111101011011001,-3.23438,0.554688,0.4375,7
1101000101110101,-4.23047,0.507812,0.4375,7
1110011110110111,-1.16667,0.704427,0.4375,7
00100110010101,-1.50521,0.615885,0.5,7
1110100011101001,-3.41797,0.546875,0.5,6
1100111010111011,-2.07422,0.625,0.4375,6
0001000101100011,-3.00521,0.580729,0.5,7
00110011101111,-2.2513,0.572917,0.5,6
1001101100101001,-2.29167,0.598958,0.625,6
100101101001011,-0.5,0.6875,0.75,4
101100000110001,-3.00521,0.580729,0.5,7
110010001010111,-4.3125,0.496094,0.4375,7
1010110111111111,-1.72005,0.729167,0.3125,6
01110010110101,-2.91667,0.548177,0.5,7
0101001011011001,-2.10417,0.58724,0.5625,8
0001101,-1.72005,0.729167,0.3125,6
11001100011011,-4.3125,0.496094,0.4375,6
1010001001001001,-1.21354,0.657552,0.625,7
1100011001110101,-2.10547,0.59375,0.5625,6
1100110011011101,-5.10938,0.472656,0.3125,4
0101101000011101,-1.77083,0.596354,0.5625,7
0010001101010001,-2.90104,0.563802,0.4375,7
0100011010000111,-2.02214,0.598958,0.5625,8
100101000001011,-1.04688,0.667969,0.625,6
1100100011100001,-2.83464,0.559896,0.5,8
0111011010101001,-1.0638,0.658854,0.6875,6
1110010110011011,-0.796875,0.671875,0.625,7
0010100000111001,-2.08854,0.602865,0.5,6
11110100101,-4.45964,0.481771,0.375,6
111100011110111,-2.07422,0.625,0.4375,5
01100100111101,-3.72917,0.509115,0.4375,6
110111101001111,-1.84505,0.651042,0.5,6
10000101000111,-1.85938,0.628906,0.5625,8
0101111001010101,-3.64714,0.520833,0.4375,5
1110101010100011,-3.64714,0.520833,0.4375,7
0110001101010111,-2.91797,0.554688,0.5,8
1011110111000111,-1.03255,0.690104,0.5625,7
01111011001011,-2.02214,0.598958,0.5625,8
01010100010101,-5.10938,0.472656,0.3125,4
01101011101011,-1.8763,0.619792,0.625,7
000010100011101,-3.71354,0.52474,0.375,5
100111000101101,-1.29167,0.626302,0.625,6
00001010110011,-3.71354,0.52474,0.375,5
1101011001100111,-1.21354,0.657552,0.625,7
1011100001000011,-1.20964,0.638021,0.625,7
111111111101101,-1.72005,0.729167,0.3125,6
1110010101001101,-2.83464,0.559896,0.5,7
010000011110011,-2.10547,0.59375,0.5625,8
1010100000110011,-3.0638,0.533854,0.4375,6
0011010101001001,-1.8763,0.619792,0.625,7
1101000111010111,-3.23438,0.554688,0.4375,7
01011100011101,-3.39583,0.518229,0.4375,7
1011010101001111,-1.60938,0.632812,0.5625,7
1100010100010101,-3.64714,0.520833,0.4375,7
0100010110110111,-2.91797,0.554688,0.5,8
0110110000001101,-2.83464,0.559896,0.5,8
0000110110000011,-2.42188,0.59375,0.5,7
100101111011001,-2.02214,0.598958,0.5625,7
0001111101100011,-2.6888,0.580729,0.5625,7
0111100101000101,-2.6875,0.574219,0.5625,7
010011011110011,-2.10547,0.59375,0.5625,8
011111000001,-3.23438,0.554688,0.4375,7
00010110110001,-1.60938,0.632812,0.5625,8
1110101010000011,-2.91667,0.548177,0.5,7
001000010000111,-1.92839,0.645833,0.5,7
0101010111010101,-5.85547,0.429688,0.3125,5
100101111000111,-2.02214,0.598958,0.5625,7
1010111110110001,-2.31771,0.576823,0.4375,7
1010000000111,-2.65755,0.611979,0.4375,7
0111101101110111,-2.5625,0.652344,0.375,5
1110100110101101,-1.60938,0.632812,0.5625,7
01110001101,-3.23438,0.554688,0.4375,7
010111101001001,-1.29167,0.626302,0.625,6
111010100110111,-2.90104,0.563802,0.4375,7
0011101000110011,-4.79167,0.466146,0.375,6
110110110011,-3.16667,0.544271,0.5,6
111001100100001,-2.2513,0.572917,0.5,8
1100101101001001,-2.10417,0.58724,0.5625,6
1110101100000011,-3.72917,0.509115,0.4375,6
1001111100010001,-3.72917,0.509115,0.4375,6
001010011111111,-2.60938,0.605469,0.5625,7
1111110011101001,-2.51172,0.632812,0.5,5
0101101001001011,-1.52083,0.60026,0.5625,6
0000100010110111,-3.5013,0.541667,0.5,7
1111001101100001,-3.5013,0.541667,0.5,6
0101001011011101,-2.83464,0.559896,0.5,6
001001111100111,-2.2513,0.572917,0.5,8
011100001000101,-1.83854,0.606771,0.5,7
0100100001001011,-2.08854,0.602865,0.5,6
110101100000011,-2.02214,0.598958,0.5625,6
110110000101,-3.71354,0.52474,0.375,5
111001000001001,-1.60938,0.632812,0.5625,8
10111111010111,-2.07422,0.625,0.4375,7
1010100001010011,-1.4388,0.611979,0.5625,7
0001101110001001,-2.2513,0.572917,0.5,8
110111010001011,-2.6888,0.580729,0.5625,7
1001000011011001,-2.91797,0.554688,0.5,6
1011111011111111,-1.13021,0.815104,0.25,4
0110100011011111,-2.60938,0.605469,0.5625,7
000110101101101,-2,0.570312,0.5,7
1000110011000111,-3.16667,0.544271,0.5,6
1010100101011001,-0.958333,0.635417,0.625,7
100100011111101,-2.83464,0.559896,0.5,7
110100011011001,-2.91667,0.548177,0.5,7
1101100011100001,-2.6875,0.574219,0.5625,7
0111111000110001,-2.83464,0.559896,0.5,8
0011011010100101,-1.29167,0.626302,0.625,6
1111011011011101,-1.75,0.691406,0.4375,6
100110000000001,-1.41667,0.700521,0.4375,7
110011111010111,-3.47005,0.572917,0.375,6
0111111111101011,-0.907552,0.768229,0.375,6
00111001011101,-2.10417,0.58724,0.5625,8
0010111111101011,-2.65755,0.611979,0.4375,7
0010011100010001,-3.48438,0.550781,0.4375,7
0001000001101101,-2.60938,0.605469,0.5625,7
0001100100011001,-2.31771,0.576823,0.4375,5
011100010010011,-2.10547,0.59375,0.5625,8
1011010011011001,-1.8763,0.619792,0.625,7
1100010010101011,-2.33333,0.561198,0.5,8
0101110111111001,-2.07422,0.625,0.4375,7
1010110111111101,-1.64583,0.674479,0.375,6
0001010100110011,-4.45964,0.481771,0.375,6
101100011001111,-1.29297,0.632812,0.625,8
100101001100111,-2.6875,0.574219,0.5625,7
0000011000010001,-1.75,0.691406,0.4375,6
10001111111101,-1.50521,0.615885,0.5,6
0011010000000111,-2.08854,0.602865,0.5,6
0100011100001011,-3.64714,0.520833,0.4375,7
00011001011001,-1.04688,0.667969,0.625,6
1111111101101011,-1.57422,0.75,0.375,6
1001110001101101,-1.8138,0.635417,0.6875,7
0001000001101001,-1.63672,0.6875,0.625,7
11111101,-5.85547,0.429688,0.3125,5
0011110111011,-1.4388,0.611979,0.5625,7
1011011000111011,-2.60938,0.605469,0.5625,7
0101100000110001,-2.08854,0.602865,0.5,7
100000111011,-2.08854,0.602865,0.5,6
0110101010011101,-1.0638,0.658854,0.6875,6
010100001010101,-2.31771,0.576823,0.4375,5
11111011111011,-2.22917,0.661458,0.375,6
0010011011011111,-2.67188,0.589844,0.5,7
0110011000100101,-1.4388,0.611979,0.5625,7
0101000000001,-1.13672,0.742188,0.3125,6
0111100000100011,-2.02214,0.598958,0.5625,8
0010110001110011,-1.77083,0.596354,0.5625,7
110011011010101,-3.0638,0.533854,0.4375,6
0001111001010001,-2.10547,0.59375,0.5625,6
011001000111011,-2.33333,0.561198,0.5,7
110110111010111,-1.84505,0.651042,0.5,7
00110000000101,-1.97917,0.665365,0.375,6
110100010011101,-1.77083,0.596354,0.5625,8
0010110110010111,-1.8138,0.635417,0.6875,7
11111001101101,-2.60938,0.605469,0.5625,7
101001001111,-3.64714,0.520833,0.4375,5
01100001111001,-2.10547,0.59375,0.5625,8
0010101011011011,-2.83464,0.559896,0.5,8
1101111111001011,-1.97917,0.665365,0.375,6
0001010001001,-1.35417,0.716146,0.5,7
1000000001011001,-1.92839,0.645833,0.5,7
10100001101,-2.88672,0.585938,0.375,5
1000000001110011,-3.23438,0.554688,0.4375,7
0100111000010011,-2.2513,0.572917,0.5,6
101110111111001,-3.47005,0.572917,0.375,6
1011000100110011,-4.79167,0.466146,0.375,6
1100110001110111,-2.31771,0.576823,0.4375,5
1110110000110101,-1.66797,0.585938,0.5,8
010110000000101,-1.49089,0.638021,0.4375,6
011101001000011,-1.29297,0.632812,0.625,8
0010010001001,-0.9375,0.730469,0.5,7
0000110000011101,-3.71354,0.52474,0.375,5
0110000011111101,-4.23047,0.507812,0.4375,7
001001000011111,-2.2513,0.572917,0.5,8
0010100100100101,-1.60938,0.632812,0.5625,7
110101001111001,-3.64714,0.520833,0.4375,7
1001100110010011,-1.52083,0.60026,0.5625,6
0011110101110011,-2.67188,0.589844,0.5,7
0110001011010101,-2.10417,0.58724,0.5625,6
1100010010100011,-1.66797,0.585938,0.5,8
01110100111111,-3.71354,0.52474,0.375,5
110110011011,-2.91667,0.548177,0.5,7
010110101101111,-1.83854,0.606771,0.5,4
11101100101111,-3.23438,0.554688,0.4375,7
100110101101001,-1.77083,0.596354,0.5625,7
0101000111000111,-2.91667,0.548177,0.5,7
0110010101001111,-2.83464,0.559896,0.5,6
0010110111010001,-1.29167,0.626302,0.625,6
1110100101000011,-1.29167,0.626302,0.625,6
01000001101,-1.16667,0.704427,0.4375,7
10001001001101,-0.796875,0.671875,0.625,7
1000000101110101,-2.83464,0.559896,0.5,8
110100011101,-4.45964,0.481771,0.375,6
000110010110101,-1.20964,0.638021,0.625,7
1001010111001001,-1.70833,0.611979,0.625,7
1111110111011,-3.47005,0.572917,0.375,6
011010011011001,-1.75,0.644531,0.75,7
110001010001011,-1.8763,0.619792,0.625,7
0111100000110001,-2.83464,0.559896,0.5,8
0011100101001111,-2.02214,0.598958,0.5625,8
101001001101001,-1.79297,0.625,0.625,7
0101000100010011,-4.04688,0.515625,0.375,7
11001100101001,-3.64714,0.520833,0.4375,7
0110101011010101,-1.29297,0.632812,0.625,5
1100000101010011,-2.2513,0.572917,0.5,8
110110000001001,-1.83854,0.606771,0.5,8
010101110110011,-2.2513,0.572917,0.5,6
0101111111100101,-1.84505,0.651042,0.5,6
1001111000000001,-2.60938,0.605469,0.5625,7
111100101110111,-2.88672,0.585938,0.375,6
0100111111010111,-2.74089,0.606771,0.4375,7
101011101110111,-4.28255,0.533854,0.3125,5
1100000111001,-2.90104,0.563802,0.4375,7
00001011111101,-1.52083,0.60026,0.5625,6
0001111100001111,-5.85547,0.429688,0.3125,5
011111101010101,-2.90104,0.563802,0.4375,7
1010111000101011,-4.3138,0.502604,0.4375,7
0000010111110011,-3.39583,0.518229,0.4375,6
0100100010111011,-2.91667,0.548177,0.5,6
0110111001011,-1.77083,0.596354,0.5625,8
1111111010001001,-3.00521,0.580729,0.5,7
1010110111100011,-1.27604,0.641927,0.5625,7
010000110100101,-1.50521,0.615885,0.5,7
111100000111,-5.85547,0.429688,0.3125,5
0101110001000011,-2.02214,0.598958,0.5625,6
1101100110001111,-1.83854,0.606771,0.5,8
0101011111101,-1.52214,0.606771,0.5625,7
010011101010111,-3.64714,0.520833,0.4375,6
1101101111010101,-2.07422,0.625,0.4375,7
00000000101111,-3.47005,0.572917,0.375,6
0000110101111111,-4.29688,0.511719,0.375,7
100110001100111,-3.16667,0.544271,0.5,6
1100110110001111,-4.04688,0.515625,0.375,7
01011000111001,-2.60547,0.585938,0.5625,7
011001000111001,-2.2513,0.572917,0.5,8
00100000000111,-1.16667,0.704427,0.4375,7
0011100111110011,-3.00521,0.580729,0.5,7
00010111011001,-2.10547,0.59375,0.5625,8
1111110101011111,-1.72005,0.729167,0.3125,6
00100100100011,-2.07422,0.625,0.4375,7
0110000111101,-2.02214,0.598958,0.5625,7
011100111100111,-1.25521,0.619792,0.5,6
101000111010001,-4.45964,0.481771,0.375,6
10011101000111,-2.58333,0.557292,0.5,8
010000000010101,-1.64583,0.674479,0.375,5
1011101110111011,-3.85417,0.583333,0.25,3
0001010011010001,-3.00521,0.580729,0.5,7
0111010100011011,-2.83464,0.559896,0.5,7
0010010110111101,-2.2513,0.572917,0.5,8
00000011111101,-2.2513,0.572917,0.5,6
00010011000011,-2.07422,0.625,0.4375,6
0000100000000001,-0.796875,0.824219,0.25,6
0100000010100111,-2.42188,0.59375,0.5,7
0111010010010001,-2.60547,0.585938,0.5625,7
00011100001001,-1.26172,0.664062,0.5,6
101011101101,-2.58333,0.557292,0.5,8
0010101101011,-1.4388,0.611979,0.5625,7
0100010000101011,-1.83854,0.606771,0.5,6
1111110100010011,-3.23438,0.554688,0.4375,7
1010000010111001,-3.64714,0.520833,0.4375,6
1000010100010001,-2.07422,0.625,0.4375,7
110111011010001,-2.2513,0.572917,0.5,6
0011101100011001,-3.39583,0.518229,0.4375,6
111010111101,-2.91797,0.554688,0.5,8
0010010110010101,-2.10547,0.59375,0.5625,7
0011011011010101,-2.02214,0.598958,0.5625,8
00101000110011,-3.23438,0.554688,0.4375,7
0011011100111,-2.91667,0.548177,0.5,6
0110010011111001,-2.60547,0.585938,0.5625,7
1110000100011,-1.38021,0.658854,0.625,6
010001001110011,-3.0638,0.533854,0.4375,6
1101001010101,-2.6888,0.580729,0.5625,7
000101011001111,-2.10417,0.58724,0.5625,8
101110111010011,-3.00521,0.580729,0.5,7
1001100011110101,-2.83464,0.559896,0.5,7
1100000010011011,-2.2513,0.572917,0.5,7
1100101110110011,-1.83854,0.606771,0.5,6
1110010000010001,-2.08854,0.602865,0.5,6
110001001100011,-3.64714,0.520833,0.4375,5
1110011010011001,-0.980469,0.664062,0.6875,6
010000011101,-2.74089,0.606771,0.4375,7
001110000101011,-1.29297,0.632812,0.625,8
111110100010111,-2.90104,0.563802,0.4375,7
0101110101110111,-3.47005,0.572917,0.375,6
101110101001111,-2.42188,0.59375,0.5,7
0011110000011101,-2,0.570312,0.5,7
01000011010101,-2.42188,0.59375,0.5,7
10010101010111,-2.6875,0.574219,0.5625,7
00111000011111,-2,0.570312,0.5,7
1011000101001001,-1.29297,0.632812,0.625,8
0010100101000011,-1.38021,0.658854,0.625,6
1101011100001011,-2.91797,0.554688,0.5,8
0110010010101101,-1.77083,0.596354,0.5625,8
0101100101110001,-3.16667,0.544271,0.5,6
010001001011101,-2.2513,0.572917,0.5,6
0011111011,-2.02214,0.598958,0.5625,6
0011000101110001,-5.04297,0.46875,0.375,6
11100010011011,-2.10417,0.58724,0.5625,8
101000101000111,-3.64714,0.520833,0.4375,7
1011001100010001,-4.45964,0.481771,0.375,6
001110100011111,-3.0638,0.533854,0.4375,6
0111001110010001,-3.5,0.535156,0.5,6
000000101111001,-3.71354,0.52474,0.375,5
0100001100111,-1.04688,0.667969,0.625,6
1010001011101011,-4.3138,0.502604,0.4375,7
00101100001,-1.64583,0.674479,0.375,6
0001100011111111,-4.29688,0.511719,0.375,6
0000000111101011,-3.64714,0.520833,0.4375,7
110101101101,-3.5,0.535156,0.5,6
011000111,-1.92839,0.645833,0.5,7
110101001011011,-2.02214,0.598958,0.5625,7
011010101111101,-3.23438,0.554688,0.4375,7
1010110001000011,-1.20964,0.638021,0.625,7
001100111101101,-2.2513,0.572917,0.5,7
0010000101100011,-2.67188,0.589844,0.5,7
1001100000100111,-1.20964,0.638021,0.625,7
110010100101011,-1.52083,0.60026,0.5625,8
000001101111001,-2.2513,0.572917,0.5,7
1010111110001011,-4.29688,0.511719,0.375,7
011000101111111,-3.23438,0.554688,0.4375,7
1001010110011,-1.4388,0.611979,0.5625,7
0101111000101101,-1.8763,0.619792,0.625,7
00101111101111,-1.83854,0.606771,0.5,6
0110110100111101,-1.60938,0.632812,0.5625,7
10110100111,-3.5013,0.541667,0.5,7
110111111001011,-1.69922,0.671875,0.5625,7
0101110000000011,-2.08854,0.602865,0.5,6
1100100001101001,-1.8763,0.619792,0.625,7
100010100101,-1.49089,0.638021,0.4375,6
0010000111110101,-3.72917,0.509115,0.4375,6
1101010100001111,-3.0638,0.533854,0.4375,6
1010001100111001,-2.6875,0.574219,0.5625,7
0001110000011011,-2.2513,0.572917,0.5,7
0100110010011011,-2.10417,0.58724,0.5625,6
1110111011101011,-2.5625,0.652344,0.375,5
1001000001011111,-2.91667,0.548177,0.5,6
0011000101001,-1.26172,0.664062,0.5,6
1000110000010111,-2.2513,0.572917,0.5,8
10001100010111,-3.64714,0.520833,0.4375,7
001001101001001,-1.38021,0.658854,0.625,6
100011010011001,-1.4388,0.611979,0.5625,7
000001000111001,-2.07422,0.625,0.4375,7
1011100001111011,-2.42188,0.59375,0.5,6
0010001111101011,-3.64714,0.520833,0.4375,6
00000010000011,-1.72005,0.729167,0.3125,6
111010011101,-3.10417,0.559896,0.5625,8
1111001011110001,-4.63021,0.502604,0.375,5
00011101001001,-2.08854,0.602865,0.5,7
0001101100110001,-3.64714,0.520833,0.4375,7
0100011001000011,-1.83854,0.606771,0.5,7
100101110011011,-1.79297,0.625,0.625,7
100100110001011,-1.79297,0.625,0.625,7
00111011101011,-2.2513,0.572917,0.5,8
1001010010011011,-1.29167,0.626302,0.625,6
1010011101000001,-2.10547,0.59375,0.5625,8
0101110001000101,-4.23047,0.507812,0.4375,7
000110111101011,-1.29297,0.632812,0.625,8
0000001101000111,-3.71354,0.52474,0.375,5
01011001000101,-2.60938,0.605469,0.5625,7
0001110000000001,-1.75,0.691406,0.4375,6
1100000111011101,-3.64714,0.520833,0.4375,6
000111001,-1.41667,0.700521,0.4375,7
1101100101010101,-3.64714,0.520833,0.4375,5
0011010010000011,-1.04688,0.667969,0.625,6
0010100010001101,-2.42188,0.59375,0.5,6
1010101011010011,-2.2513,0.572917,0.5,7
1100100001111011,-2.2513,0.572917,0.5,7
1010100011101011,-4.23047,0.507812,0.4375,7
01011101001111,-2.2513,0.572917,0.5,6
101101001110101,-2.6888,0.580729,0.5625,7
00110101011011,-1.52083,0.60026,0.5625,8
011110001100111,-2.10547,0.59375,0.5625,8
0000101010100111,-3.41797,0.546875,0.5,6
100001110001001,-1.85938,0.628906,0.5625,8
001100010001,-3.375,0.613281,0.3125,6
1011101000010101,-2,0.570312,0.5,7
001111100101011,-1.4388,0.611979,0.5625,7
0100001001,-1.13672,0.742188,0.3125,6
0100100000000011,-1.16667,0.704427,0.4375,7
